st_gene_id	gene_id	gene_symbol	read_count_BN5_1_1	read_count_BN5_1_2	read_count_BN5_2_1	read_count_BN5_2_2	read_count_N5_1_1	read_count_N5_1_2	read_count_ctrl_2_1	read_count_ctrl_2_2
G10090_20768	16873	Lhx5	16.26	5.1	17.78	31.02	0.89	3.11	0	1.07
G10090_14509	27998	Exosc5	789	765	417	507	599	701	584	578
G10090_22842	229715	Amigo1	739	639	1808	2285	433	369	99	107
G10090_8622	102640444	Gm36504	1.4	0	18.44	13.33	24.22	16.3	20.95	0
G10090_15307	13840	Epha6	74.93	78.04	37.25	91	61.13	58.36	55.71	57.09
G10090_3819	77945	Rpgrip1	169.79	191.38	87.47	88.55	199.08	166.63	290.3	272.35
G10090_7921	69306	Efcab9	31	29	21	25	18	29	30	18
G10090_13644	56437	Rrad	144	152	348	491	254	309	1894	1732
G10090_6901	74480	Samd4	0	0	0	0	5	4	0	5
G10090_16015	22408	Wnt1	12	7	0	1	3	1	0	0
G10090_25401	114644	Slc13a3	25	2	4	0	4	4	3	3
G10090_25776	22235	Ugdh	977	818	842	989	972	995	506	522
G10090_6051	381413	Gpr176	1	4	93	116	2	5	5	4
G10090_4174	103135	Pan2	1185	1210.46	1228	1621	1175.15	1158.37	1380	1345.46
G10090_25068	13108	Cyp2g1	0	0	0	0	0	0	0	0
G10090_21267	211305	Fbxw13	1	0	0	0	2	0	0	0
G10090_29304	18534	Pck1	0.82	2	1	0.99	4	1	0	0
G10090_15415	109077	Ints5	875	746	527	647	777	826	882	792
G10090_18518	117198	Ivns1abp	3886	3878	3432	4771	4272	4146	4300	4521
G10090_14632	269854	Nat14	37.55	19.96	40.28	45.77	39.9	48.12	83.25	70.7
G10090_20538	78405	Ntf5	12.47	9.42	3.5	7.89	30.76	38.34	3.38	2.61
G10090_33942	67608	Narf	723	572	511	751	1046	1037	566	685.83
G10090_55	621580	Gm21953	1.19	0	3.34	2.36	0	0.61	0.49	0
G10090_1062	11975	Atp6v0a1	14	1	12	28	91	101	21	21
G10090_14370	56293	Slc35g3	0	0	0	3	0	0	4	2
G10090_1374	53381	Prdx4	171	187	176	163	327	284	36	53
G10090_12892	17169	Mark3	1622	1383.7	1197	1599.99	1645	1765	1802.99	1789
G10090_23036	17916	Myo1f	1299	1234	495	906	5320	5043	1285	1446
G10090_19351	102954	Nudt10	87.66	90.07	136.28	158.72	4.36	8.01	4.02	3.94
G10090_5849	20637	Snrnp70	3889.42	3314.86	2576	3170.04	3600	3975.51	3809.12	3453
G10090_13718	105245	Txndc5	2057	1758	1296	1616	1882	1975	991	945
G10090_22511	246787	Slc5a2	0	0	1.33	5.31	0	4.06	2.67	2.77
G10090_11226	78541	Asb8	352	355	189	251	336	388	195	185
G10090_14362	19085	Prkar1b	21	21	22	27	236	275	9	10
G10090_19147	14470	Rabac1	939	800	1289	1563	741	806	2223	2318
G10090_31881	226849	Ppp2r5a	4175.08	3650.09	3793.31	4993.88	4226.12	4365.3	9769.94	9511.65
G10090_14605	19200	Pstpip1	2495	2323	2833	3370	2629	2824	3086	2940
G10090_14921	70110	Ifi35	844	879	1333	1222	953	1043	1621	1456
G10090_24499	76983	Scfd1	970.01	827.94	694.83	771.77	846	910	799	772
G10090_23746	67615	Ube2r2	2997	2483	1402	1596	2511	2647	2099	2234
G10090_1125	210293	Dock10	5554	5534	3528	5635	5551.02	4541.35	7351	7148
G10090_8860	16709	Ktn1	972	1002	546	821	770	692	660	679
G10090_11056	244233	Cd163l1	3	1	0	4	12	13	301	280
G10090_3075	15569	Elavl2	1	0	0	0	0	2	0	0
G10090_11397	67082	ccdc198	0	0	0	0	1	0	0	0
G10090_5558	26364	Adgre5	7500.53	6748.05	4337.74	6203.66	6684.67	6737.07	8945.24	7621.87
G10090_5253	21844	Tiam1	86	104	25	55	512	508	125	83
G10090_20308	22194	Ube2e1	1260.67	1030.12	672.95	639.79	970.57	1057.76	650.61	754.89
G10090_8959	11838	Arc	110	92	102	287	428	501	755	706
G10090_4781	54486	Hpgds	13.02	11.9	21.62	33.51	24.46	26.33	39.06	38.9
G10090_20812	69976	Galk2	685	591	351	390	736	743.29	335	362
G10090_696	20535	Slc4a2	1378	1342	1018	1357	1271	1376	1167	1240
G10090_11844	17210	Mcl1	8681	7603	6218	8410	9272	9948	13497	13296
G10090_26011	227715	Exosc2	669.59	606.73	447.75	476.99	571.56	645.41	692.74	643.62
G10090_21514	16665	Krt15	1	0	0	1	0	0	0	0
G10090_1139	234267	Gpm6a	1	0	0	0	4	3	0	0
G10090_2812	74360	Cep57	769.48	663.85	605.24	883.65	817.13	791.04	827.13	827.61
G10090_24617	12061	Bdkrb1	0	1	0	3	2	1	1	1
G10090_11300	20963	Syk	6141	6428	11406	16130	4081	3930	358	590
G10090_10131	394435	Ugt1a6b	0	0	3.24	0	0	0	0	0
G10090_9352	66853	Pnpla2	1886	1596	1246	1499	2068	2205	2003	1756
G10090_996	14587	Gfra3	0	0	0	1	0	0	0	0
G10090_1736	72068	Cnot2	2374	2146	1607	2014	1948	1911	2176	2143
G10090_2695	224105	Pak2	6172	5489	3692	5505	5739	5462	5360	5177
G10090_33683	26446	Psmb3	2143	1825	1260	1346	1999	2297	1379	1582
G10090_27168	108167614	Gm46084	10.94	20.19	14.01	29	29.05	9.01	10.93	27.96
G10090_3950	71955	Ist1	1801.81	1805	1740	2411.91	1963	1973.83	2079	2059.99
G10090_7583	245670	Rragb	92.94	101.62	120.05	161.52	108	127.76	75	82.05
G10090_26210	69168	Bola1	54	70	51	50	67	105	77	79
G10090_23414	108168668	LOC108168668	0	0	0	0	0	0	0	0
G10090_1432	16897	Llgl1	1730	1576	1453	1797	1495	1530	1784	1568
G10090_6078	66610	Abi3	45.56	43.98	54.59	62.34	136.3	115.63	654.32	438.19
G10090_11282	218914	Wapl	3116	2697	1834	2610	3223	2836	2581	2517
G10090_21527	381845	Rnf225	37	32.11	28	41.35	48.85	37	90	75
G10090_19576	16640	Klra9	1	0	2	0	5.45	10.98	21.79	74.61
G10090_10847	100041076	Gm3127	0	0	0	0	0	0	0	0
G10090_28473	12813	Col10a1	4	5	2	6	6	10	1	2
G10090_17752	20598	Smpd2	191	222	160	209	233	285	228	277
G10090_24333	66204	Acyp1	198	168	97	109	179	210	182	242
G10090_23706	17385	Mmp11	15	15	8	8	14	31	15	10
G10090_3766	223669	Zfp7	346	329	235	303	297	272	333	378
G10090_15540	16594	Klc2	428	432	455	562	295	380	365	318
G10090_12639	54427	Dnmt3l	0	0	1	0	0	0	0	0
G10090_32713	245263	Gm4981	7	4	0	0	0	2	0	0
G10090_8237	75619	Fastkd2	371	324	230	293	331	345	480	426
G10090_15207	239790	Ostn	0	4	0	0	2	3	0	0
G10090_22564	24030	Mrps12	392	338	221	264	415	486	299	335
G10090_23680	93705	Pcdhgb8	6.53	7.97	0	4.59	0	4.38	0	0
G10090_23126	258593	Olfr700	0	0	0	0	0	0	0	0
G10090_19340	214424	Parp16	157	157	108	189	133	109	179	183
G10090_11483	22592	Ercc5	400	391	469	698	540	470	584	564
G10090_8443	210544	Tbc1d31	235	169	181	210	320	302	122	117
G10090_17845	94067	Mrpl43	891.84	727.35	408.01	522.94	824.3	914.08	578.1	572.53
G10090_5553	19876	Robo1	881	717	289	566	179	141	8.96	12
G10090_11746	353287	Clec18a	5.12	3.02	0	2.05	3.02	1.95	1.03	0
G10090_26094	12353	Car6	0	0	0	0	0	0	6	1
G10090_16770	27406	Abcf3	681	635	694	787	678	670	671	636
G10090_28138	208768	Sde2	721.88	623	767.91	1094.51	885.96	875	1329	1201.34
G10090_4562	74890	Morn3	2	2	5	9	3	5	10	8
G10090_11390	11950	Atp5f1	3559.19	2980.84	1474.83	1614.01	3547.98	3968.34	2091.96	2242.17
G10090_5504	71279	Slc29a3	622.63	575.84	486.51	679.84	685.79	691.75	756.27	679.48
G10090_4377	108167925	Gm46294	4	4	6	12.2	8.13	4	15.17	11.12
G10090_3035	328370	Rft1	303.43	258.66	138.34	159.66	218.98	235.78	169.07	159.04
G10090_188	16913	Psmb8	7087	6236	6164	5899	6062	6810	5427	5154
G10090_26818	68918	1190005I06Rik	1.37	0	0	0	3	1.61	0	0
G10090_24714	103468	Nup107	764	713	389	536	727	688	554	500
G10090_19851	102448	Xylb	28.35	28.95	18.02	32.71	83.59	75.3	17.61	27.77
G10090_13821	75480	1700003F12Rik	2	1	1	2	2	2	6	3
G10090_12614	240690	St18	2	9	1	2	6	6	0	1
G10090_25434	215929	Mfsd4b1	9.14	11.52	6.18	6.55	20.78	13	14.16	8.27
G10090_31801	223332	Ranbp3l	13.33	18.85	26.71	31.36	12.82	14.11	13.27	19.15
G10090_16596	72621	Pdzd11	416	313	174	192	430	477	155	179
G10090_8905	101706	Numa1	6890	6326	6432	10258	7219	6073	10205	9274
G10090_30890	19684	Rdx	3347	2987	2522	3296	2439	2126	2195	2127
G10090_15547	105244402	LOC105244402	23.68	28.54	21.26	33.44	28.23	23.6	46.11	34.1
G10090_248	14109	Fau	17760	15197	12669	14019	14649	16953	23798	24843
G10090_11003	52331	Stbd1	0	2	0	2	18	8	0	3
G10090_582	52662	Ldlrad4	603.68	481.66	284.36	502.47	547.25	507.53	419.36	418.88
G10090_29893	14582	Gfi1b	3	3	1	17	37	30	6	8
G10090_5114	20739	Spta1	261	228	5	27	72	56	0	9
G10090_27918	52123	Agpat5	773.04	714.55	696	773.86	614.91	707.99	390.96	439.2
G10090_19226	213603	Slc44a3	1	0	0	0	0	0	1	0
G10090_7813	74479	Snx11	575	511	320	346	378	439	192	194
G10090_3344	67472	Mtfr1	624.83	533.08	441.96	607.05	537.02	557.25	570	631.58
G10090_23256	329777	Pigk	1254.76	1085.71	915.09	1060.59	1058.96	943.95	718.67	705.36
G10090_37	72745	Tmem161b	387.18	344.79	302.56	429.09	365.39	418.34	371.65	435.8
G10090_1212	117146	Ube3b	2614	2386	1559	1991	2545	2460	2425	2255
G10090_7145	271844	Pla2g4f	19	38	6	5	25	31	10	8
G10090_16604	245638	Tbc1d8b	313.56	263.35	355.86	463.76	368.71	336.43	352.07	328.97
G10090_15360	55927	Hes6	621	477	390	438	656	692	598	627
G10090_30929	102633156	LOC102633156	127.28	90	0	0	114.78	0	69.43	67.47
G10090_5436	236732	Rbm10	1804.36	1666.63	1407.97	1846.16	1809.14	1872.36	1856.83	1786.7
G10090_15062	12819	Col15a1	1	3	2	1	8	21	6	0
G10090_15395	50706	Postn	0	1	0	0	0	0	1	0
G10090_9571	105246839	Gm42061	1	1	0	1	0	1	0	0
G10090_5734	66634	Mcm8	160.85	137.29	84.3	98.73	143.52	153.12	71.02	96.94
G10090_1346	215654	Cdh12	3.02	6.95	10	19.17	3.17	2	1.47	0
G10090_4864	68526	Gpr155	88	91	759	754	291	288	116	136
G10090_6895	241289	Ppp1r26	1	2	1.01	2.01	7.01	9.04	2	2.04
G10090_3624	26429	Orc5	683	559	481	585	565	610	562	612
G10090_16980	434377	Zfp560	111	102	67	71.59	55	87.47	64.96	54
G10090_19706	22350	Ezr	8101.99	7053.89	5321.44	7540.42	8782	8985	10041	9397
G10090_13477	19159	Cyth3	1861	1446	3196	3353	1224	1271	868	843
G10090_21815	66501	1700029H14Rik	0	0	4	2	4	0	2	2
G10090_8459	230587	Glis1	26	28	5	3	19	16	1	1
G10090_29190	209966	Pgbd5	1	1	0	0	0	0	0	0
G10090_19674	269701	Wdr66	5.05	3	9.05	17	4.44	4.01	20	18
G10090_20253	68194	Ndufb4	609.41	542.47	307.47	373.54	487	503.76	455.31	478.3
G10090_19840	244864	Layn	0	3.31	3.46	1.13	6.41	6.5	3.94	5.4
G10090_28446	226791	Lyplal1	40	20	6	4	17	18	1	0
G10090_24488	74338	Slc6a19	3	4	10	10	20	11	1304	1078
G10090_11937	68737	Angel1	217	180	217	260	213	235	216	210
G10090_13634	72828	Ubash3b	3774	3129	2952	4155	2388	2265	537	533
G10090_4262	14854	Gss	148	161	62	64	181	207	194	166
G10090_1541	74015	Fcho1	3975	3623.66	2481.71	3001.55	4052.44	4267.44	3664.09	2929.43
G10090_18811	68431	Fbxl15	79.56	57.62	53.82	72.64	81.02	107.39	58.54	63.4
G10090_6498	50518	a	714.99	597.69	91.57	161.23	709.46	489.34	644.07	530.18
G10090_18367	225875	Lrfn4	3	2	1	8	52	69	23	19
G10090_13491	218138	Gmds	236	195	120	178	269	336	117	146
G10090_9379	666485	Gm8127	0	0	0	0	0	0	0	0
G10090_32938	229589	Prune1	403	356	424	606	432	403	263	298
G10090_19174	67680	Sdhb	1934	1728	936	1140	1823	2269	1329	1360
G10090_2374	12304	Pdia4	2387	2170	1377	1776	2627	2522	1051	1115
G10090_30141	107368	Pdzd8	1934	1613	1426	1934	1691	1482	1684	1438
G10090_20609	72020	Zfp654	1753	1652	980	1647	1665	1546	1817	1866
G10090_28649	22342	Lin7b	0	2	0	2	1	4	3	8
G10090_11834	237038	Nox1	33.86	30.92	33.63	41.96	18.33	18.15	7.56	1.07
G10090_19641	66102	Cxcl16	10	12	20	22	43	55	27	22
G10090_20386	71903	Ces2f	69.56	75.02	58.22	69.02	69.92	56.72	55.07	49.94
G10090_27065	67105	Timm21	383	333	182	201	298	300	237	270
G10090_20552	66854	Trim35	2198	1861	1817	2120	2281	2246	1248	1132
G10090_20292	68666	Svop	2	8	1	1	3	5	0	1
G10090_2735	11704	Amelx	1	1	0	2.17	0	0	0	0.97
G10090_16179	101568	Vrk3	1811	1604	1211	1558	1522	1637	1546	1595
G10090_1618	212733	Bicdl2	4.22	2.05	1.05	3.06	7.17	4.11	5.19	4.16
G10090_26679	234728	Cmtr2	211	237	176	288	257	276	170	192
G10090_18183	21771	Utp4	1007	928	626	647	950	953	930	921
G10090_9034	24088	Tlr2	12	25	34	55	100	70	117	119
G10090_17587	100034684	BC100530	0	0	0	0	0	0	0	0
G10090_30516	77035	Kdm8	193	137	129	128	88	95	129	110
G10090_1976	232807	Ppp1r12c	2249.81	1962	1728	2257	2305	2466	2832	2676
G10090_21667	19434	Rax	0	0	0	1	0	0	0	0
G10090_8242	19645	Rb1	1549	1600	1099	1523	2261	2069	716	754
G10090_14846	18087	Nktr	3861.25	3747.17	2156.17	3317.58	4040.53	3548.19	2620.46	2584.57
G10090_16222	15446	Hpgd	16	10	40	24	25	26	38	57
G10090_15412	70433	Draxin	2.8	2.01	3.03	1.41	2.01	0.86	2.68	2.71
G10090_9545	16617	Klk1b24	9.5	12.15	1.46	0	3.31	2.82	0	0
G10090_4949	665119	Sec14l5	1.93	0	0	1.09	0	3.19	2	0
G10090_5594	20744	Strbp	656.11	567.73	535.92	699.31	949.41	885.74	721.83	678.46
G10090_17414	104601	Mycbpap	0	0	0	0	4	4	2	1
G10090_23985	105886298	Cmc4	85.96	85.5	58.86	51.4	56.23	102.05	83.66	66.72
G10090_423	236643	Sytl5	25.07	22.76	33.03	20.54	10.94	7.04	3.12	3.01
G10090_16929	13445	Cdk2ap1	3297.04	2866.38	2236.46	2561.27	2885.94	3609.48	1209.27	1298.05
G10090_10637	12554	Cdh13	0	0	0	0	0	1	0	5
G10090_9227	338355	Fkbp15	1497	1379	1006	1439	1460	1385	1394	1416
G10090_32742	114741	Supt16	2350.21	1931.62	1102.62	1446.45	2191.92	2027.15	1249.7	995.65
G10090_14539	12874	Cpd	57	55	74	131	216	228	17	30
G10090_30849	14234	Foxc2	0	0	1	2	0	2	3	1
G10090_25280	67157	2610301B20Rik	242	204	103	128	173	149	123	119
G10090_10891	192236	Hps1	1580.44	1423.89	867.01	1095.76	1287.1	1262	961.18	1017
G10090_27372	109660	Ctrl	7	12	12	9	9	12	26	30
G10090_14369	18227	Nr4a2	9333.14	9299.27	13142.41	18984.88	7521.59	7278.44	2048.78	2342.58
G10090_19371	58170	Asic5	1	0	0	0	0	0	1	0
G10090_22394	13043	Cttn	6	6	6	10	64	58	8	7
G10090_16235	319277	Washc4	913.38	940.49	593.55	1089.04	810.38	719.3	1288.36	1414.97
G10090_7683	217588	Mbip	291.59	328.16	266.47	361.66	320.08	369.03	401.49	427.53
G10090_1741	242700	Ifnlr1	9	4	44	42	7	5	3	3
G10090_15814	68152	Fam133b	585	526	447	545	533	586	471	486
G10090_19527	330097	Gm5108	14	22	23.05	21	6.02	10	5.03	3
G10090_21926	101869	Unc45a	1549	1394	2032	2673	1865	1904	1792	1857
G10090_21095	76479	Smndc1	1716	1542	1847	2495	2071	2066	2314	2356
G10090_19464	381319	Batf3	11	6	27	23	9	8	4	4
G10090_29316	243529	H1fx	5	1	2	5	102	95	2	3
G10090_30288	212090	Tmem60	187	167	123	160	142	131	90	101
G10090_20951	12336	Capns1	5599	4574	2854	3306	5533	5791	2711	2625
G10090_23625	665738	Gm7762	1.64	0	0	0	0	0	0	0
G10090_16692	319758	Rfx7	3420	2998	2291	3297	3687	3202	4267	4097
G10090_22096	56209	Gde1	704	657	573	737	898	990	666	641
G10090_8149	242747	Zfp933	166.44	196.93	184.25	219.34	136.47	109.83	163.17	153.97
G10090_18726	232889	Pla2g4c	6	9	3.92	13	16.08	18.86	7	7
G10090_446	73121	Rflna	6	3	0	2	11	11	2	2
G10090_25520	319166	Hist1h2ae	9.18	27.33	2.64	4.84	23.73	34.79	2.36	5.53
G10090_32870	56264	Cpxm1	8	5	2	11	12	11	3	4
G10090_11872	55982	Paxip1	1824.77	1761.55	1202.39	1686.25	1779.77	1680.6	1330.65	1252.65
G10090_1439	192970	Dhrs11	347	282	197	252	253	330	224	226
G10090_23130	70788	Klhl30	0	0	1	0	2	1	5	2
G10090_14829	69227	Selenot	4804.97	4373.23	4823.03	5723.55	5140.99	4940.03	3657.8	3877
G10090_21048	73569	Vgll3	0	0	0	0	0	0	0	0
G10090_23866	70227	Zfp619	195.44	178.27	213.17	188.67	108.8	123.23	287.87	260.5
G10090_18978	72699	Lime1	3229	2648	2836	3409	3935	4363	3745	3437
G10090_12323	17907	Mylpf	95	87	67	86	76	96	85	90
G10090_25745	17155	Man1a	5916	4896	5238	6054	5008	4889	3312	3040
G10090_27587	20342	Selenbp2	0	0	0	0	0	0	0	0
G10090_104	121022	Mrps6	854.95	693.42	410.13	507.65	688.77	818.79	273.16	297.47
G10090_12829	68312	Gstm7	0	0	0	0	4	3	1	3
G10090_11195	16998	Ltbp3	29.39	34.35	4.06	1	103.09	131.12	2.03	6.04
G10090_5873	74694	Tbc1d30	81	105	63	122	114.36	113.05	143.95	148.13
G10090_23193	15415	Hoxb7	1	1	1	0	0	2	0	0
G10090_9757	73072	Prr36	8	6	2	7	30	22	5	10
G10090_5843	21877	Tk1	428.24	378.2	87	107.29	538.58	674	58	45.17
G10090_6451	100502861	Ccdc13	0	0	0	0	0	0	1	0
G10090_15451	105245981	Gm41349	2.16	3.01	0	0	4.28	3.01	1.06	1.07
G10090_29129	230484	Usp1	2983	2619	2784	3675	3204	2977	2173	2121
G10090_24688	16008	Igfbp2	1	0	0	0	1	0	0	0
G10090_13897	14179	Fgf8	1	1	0	0	0	0	0	0
G10090_29452	53314	Batf	8085	7140	4504	5467	5557	6557	491	688
G10090_3367	22755	Zfp93	60.84	74.65	19.51	37.29	91.3	83.35	31.27	27.45
G10090_23588	110750	Cse1l	1983	1738	1105	1353	1822	1695	1235	1190
G10090_16289	12519	Cd80	543.08	558.82	1050.01	1178.54	453	446	20	31
G10090_27554	100041599	LOC100041599	0	3.43	0	0	0	0	0	3.45
G10090_26358	11944	Atp4a	0	0	0	0	2	2	1	1
G10090_10178	381634	Gm1043	10	2	45	65	23	16	227	153
G10090_17563	65255	Asb4	0	0	0	0	0	0	0	0
G10090_32328	100233175	Gon7	175.67	130.35	127.85	161.21	177.72	185.42	175.14	192.53
G10090_33404	619329	F420015M19Rik	385	282	163	154	212	187.93	190.97	188.69
G10090_12103	52710	Slc52a2	698.63	654.27	504.19	603.45	567.28	593.69	479.59	487.71
G10090_21559	70349	Copb1	2659	2415	2020	2622	2758	2681	1705	1722
G10090_7127	73677	Psma8	2	2	0	2	1	2	0	2
G10090_21773	211378	6720489N17Rik	47.86	35.53	55.72	42.82	56.32	57.52	38.07	29.61
G10090_14693	14385	Slc37a4	401	340	230	249	489	489	238	292
G10090_8265	53609	Clasrp	981	930	862	1111	847	1021	1149	1103
G10090_17552	56174	Nagk	162	143	151	180	172	198	62	70
G10090_24399	320923	Map7d3	12	9	8	11	36	20	10	6
G10090_3959	240174	Thada	954	916.99	606.99	990.29	1212.83	1080.14	2107	1889.89
G10090_14473	20538	Slc6a2	11.34	4.27	2.36	4.67	2.04	2.69	6.02	7.4
G10090_13101	214230	Pak6	73.37	68.98	5.67	7.17	50.02	48.55	37.3	35.69
G10090_28740	108168576	LOC108168576	0	0	0	0	0	0	0	0
G10090_32770	208634	Tspan10	0	0	0	0	0	0	0	0
G10090_14572	102637808	LOC102637808	0	0	0	1	1	0	1	0
G10090_32007	224836	Usp49	89	109	76	101	150	110	105	87
G10090_3604	22658	Pcgf2	87	74	45	76	111	134	60	31
G10090_25248	108168226	Gm46504	0	0	0	0	0	1	0	0
G10090_12924	67860	S100a16	0	1	0	0	0	1	0	0
G10090_20152	108168397	Gm46637	1	0	1	0	0	1	0	0
G10090_282	227290	Aamp	2403	2037	1612	1955	1913	2177	2096	2106
G10090_24696	67220	Plekho1	661	532	331	438	533	577	970	1145
G10090_2181	20467	Sin3b	1857	1624	1655	1972	1719	1966	1788	1790
G10090_4822	71382	Pex1	331.96	336.63	143.24	188.18	264.66	259.69	232.32	228.68
G10090_26360	21818	Tgm3	3.81	2.03	2.8	7.39	2	6.8	1.32	6.26
G10090_32762	67164	Lipt2	19	17	9	13	10	20	15	17
G10090_26447	619883	Gm6109	1036.4	559.61	436.17	491.12	482.94	850.51	1505.04	908.41
G10090_16632	72668	Skida1	100	78	138.19	195.01	41.01	25	7	9
G10090_26788	384221	Vmn2r17	0	0	0	0	0	1	0	0
G10090_18098	226781	Slc30a10	0	2	17.88	25.76	2	4	0	0
G10090_18876	12933	Crmp1	394	380	544	739	769	789	71	71
G10090_33701	26949	Vat1	404	368	178	268	367	396	349	402
G10090_1074	100929	Tyw1	987.8	816.18	669.94	809	779.91	734.17	630.37	641.22
G10090_18318	212377	Mms22l	593	561	204	269.97	590	537	223	234
G10090_21928	78943	Ern1	889	998	2306	3727	775	587	137	150
G10090_16318	66087	Emc3	1214	1102	904	1141	1251	1329	963	980
G10090_32910	74194	Rnd3	6	1	2	16	29	31	4	8
G10090_1768	191578	Helq	240	227	184	265	296	289	300	281
G10090_1453	26874	Abcd2	29.63	25.75	24.53	40.04	26.61	30.01	32.72	31.88
G10090_5724	75560	Ep400	4693	4789	3756	6571	5661	4392	6456	5919
G10090_23906	12925	Crip1	3237	2464	2351	2801	3479	4079	1731	1967
G10090_23994	69574	Cmbl	1	1	6	5	2	4	8	11
G10090_30610	16682	Krt4	0	0	0	0	1	0	0	0
G10090_2703	12991	Csn2	33	49	0	0	56	37	0	0
G10090_5432	73447	Wdr13	516	546	355	573	504	474	615	568
G10090_18315	100503949	Zfp965	16.18	15.04	20.85	39.11	17.38	7.28	16.1	19.76
G10090_16563	26943	Serinc3	11819.38	7891.05	16206.23	14912.01	11752.7	11753.59	7404.51	5868.61
G10090_4943	28084	Vps25	1571	1470	1077	1096	1486	1657	1095	1013
G10090_11503	219134	Shisa2	0	0	0	0	1	0	26	10
G10090_32789	108978	4930555G01Rik	2.57	0	3.61	0	0	0	0	0
G10090_19918	55950	Bri3	651	498	377	406	504	657	435	416
G10090_12113	330941	AI593442	8	2	45	49	0	1	1	3
G10090_21140	110959	Nudt19	563	499	328	379	598	639	432	437
G10090_17133	70430	Tbce	867.23	823.78	517.29	704.42	792.91	718.53	629.38	648.07
G10090_22079	226539	Dars2	447.17	350.63	156.1	195.41	347.02	336.65	157.08	162.79
G10090_22594	67956	Kmt5a	2513.98	2217	1797.72	2159.77	2600.95	2559	1778	1622
G10090_22350	56632	Sphk2	1317.79	1068.11	841.45	1191.58	1040.05	1082.82	1305.8	1254.76
G10090_16112	100043133	9130023H24Rik	60.82	46.05	19.41	28.56	38.62	51.81	35.55	18.84
G10090_5533	241159	Neu4	2	1	10	14	12	10	1	1
G10090_5694	225655	Prelid3a	15.08	12.37	8.03	8.21	32.3	25.13	2.35	3.18
G10090_2895	227632	Kcnt1	3	2	8	7	5	8	0	1
G10090_10199	65246	Xpo7	2119.94	1922.07	1300.11	2013.71	2060.65	1827.06	1727.52	1825.59
G10090_22476	73288	Vps50	447.99	402.95	205.41	284.89	363.46	324.93	299.86	310.87
G10090_6463	69792	Med6	174	147	147	209	193	203	188	199
G10090_13456	12836	Col7a1	10	17	10	11	17	14	32	29
G10090_22899	71683	Gypc	648	623	300	425	597	564	401	367
G10090_5408	225187	Ankrd29	29	14	76.09	76	67.01	89.07	4.88	8.23
G10090_18740	414801	Itprip	940	841	1153	1477	2098	2051	2277	1920
G10090_10192	214063	Dnajc16	448	455	306	378	384	396	319	304
G10090_27384	666009	Gm7889	0	0	0	0	0	0	2.18	0
G10090_16035	18754	Prkce	170	171.04	159.01	303	132	146	410	333.67
G10090_7957	333564	Fndc3c1	0	0	0	0	0	0	0	0
G10090_4006	64009	Syne1	1486.82	1514.55	1197.42	1912.14	2148.29	1616.33	1919.92	1789.88
G10090_29546	67903	Gipc1	772.46	662.96	204.5	219.56	704.49	781.54	420.42	444.45
G10090_12333	217304	Cd300lb	3	15	7	16	27	20	7	8
G10090_18149	20901	Strap	3053	2620	1787	2306	3242	3581	2885	2964
G10090_30400	19711	Resp18	0	1	1	0	0	0	0	0
G10090_9715	21333	Tac1	0	0	0	0	2	3	0	0
G10090_26230	268281	Shprh	562.76	556.6	349.96	421.85	386.14	359.05	243.39	221.04
G10090_13234	75404	Arhgap36	113	104	793	753	46	59	18	32
G10090_2395	18810	Plec	4401	3994	2919	5001	5208	4276	8656	6714
G10090_747	12012	Baat	0	1	0	1	0	0	0	0
G10090_4002	66665	Msantd3	1	1	2	1	6.11	6.67	1	1
G10090_14593	78754	Galnt15	0	2.22	1	2.03	0	1.01	1	2.47
G10090_11193	104871	Spata7	15	12	10	1	13	18	6	8
G10090_22049	75870	Tcam1	12.91	8.1	5.77	13.65	9.23	17.75	7.1	10.17
G10090_455	51793	Ddah2	40	31	14	17	41	50	14	13
G10090_6098	72061	2010111I01Rik	546	541	892	991	575	613	863	757
G10090_131	58207	Slc43a3	353	289	51	83	350	327.68	51	45.19
G10090_3440	52392	D1Ertd622e	567	547	417	751	553	518	627	735
G10090_10468	225898	Eml3	3240	3082	1943	2465	2843	2903	2430	2184
G10090_10585	20334	Sec23a	586	571	452	601	581	520	357	312
G10090_18172	268932	Caskin1	11	17.01	9	22.01	22.01	35.01	33.02	26
G10090_25076	68077	Nop53	11133	9177	6877	8432	9014	10518	15145	14644
G10090_10252	328580	Tubgcp6	1036.3	1022.61	821.62	1242.54	1161.8	1037.59	1224.25	1099.28
G10090_18154	70300	Fuz	295.86	286.76	143.65	197.04	269.52	322.99	300.08	231.27
G10090_4824	71843	R3hcc1	355	324	198	271	302	349	318	306
G10090_19588	18041	Nfs1	755	659	357	455	644	698	383	392
G10090_31613	66274	Lyrm9	274.03	237.97	108.14	133.98	167.8	161.08	97.8	101.62
G10090_18769	212139	Cc2d1a	955	900	945	1144	932	984	977	922
G10090_16458	245880	Wasf3	1	2	2	1	0	2	3	1
G10090_18427	218973	Wdhd1	604	517	198	309	656	547	247	244
G10090_323	18782	Pla2g2d	33.65	20.41	24.97	37.51	20.17	21.99	45.43	33.66
G10090_9790	75210	Prr3	715	595	427.37	633.38	765	799.3	803	772.41
G10090_29651	17201	Mc3r	1	0	3	1	4	6	0	0
G10090_6046	76959	Chmp5	889	817	550	619	814	884	480	410
G10090_20164	22271	Upp1	3	3	3	9	5	4	3	3
